1;1;;35,77
1;10;;40,34
1;20;;44,25
1;30;;47,5
1;40;;51,41
1;50;;54,67
1;60;;59,01
1;70;;64,25
1;80;;69,47
1;90;;76,83
1;100;;79,06
1;200;;158,12
1;300;;237,18
1;400;;316,24
1;1000;;0,79
1;1500;;0,79
1;9999;;0,79
2;1;;58,12
2;10;;65,52
2;20;;72,9
2;30;;79,43
2;40;;84,83
2;50;;89,43
2;60;;94,07
2;70;;97,08
2;80;;110,95
2;90;;111,69
2;100;;105,66
2;200;;211,32
2;300;;316,98
2;400;;422,64
2;1000;;1,06
2;9999;;1,06
3;1;;42,76
3;10;;48,23
3;20;;52,88
3;30;;56,76
3;40;;61,43
3;50;;65,32
3;60;;69,22
3;70;;71,18
3;80;;81,64
3;90;;82,03
3;100;;79,06
3;200;;158,12
3;300;;237,18
3;400;;316,24
3;1000;;0,79
3;9999;;0,79
4;1;;38,6
4;10;;43,5
4;20;;47,72
4;30;;51,56
4;40;;55,73
4;50;;64,01
4;60;;75,59
4;70;;82,25
4;80;;91,45
4;90;;96,03
4;100;;91,45
4;200;;182,88
4;300;;274,33
4;400;;365,78
4;1000;;0,91
4;9999;;0,91
5;1;;32,11
5;10;;36,04
5;20;;40,92
5;30;;51,04
5;40;;55,73
5;50;;64,01
5;60;;75,59
5;70;;82,25
5;80;;91,45
5;90;;96,03
5;100;;91,45
5;200;;182,88
5;300;;274,33
5;400;;365,78
5;1000;;0,91
5;9999;;0,91
6;1;;46,96
6;10;;52,94
6;20;;58,05
6;30;;62,31
6;40;;67,45
6;50;;71,72
6;60;;75,98
6;70;;78,34
6;80;;89,66
6;90;;90,2
6;100;;81,42
6;200;;162,84
6;300;;244,26
6;400;;325,67
6;1000;;0,81
6;9999;;0,81
7;1;;24,64
7;10;;27,75
7;20;;30,44
7;30;;32,69
7;40;;35,38
7;50;;37,61
7;60;;39,86
7;70;;37,63
7;80;;47,02
7;90;;44,78
7;100;;43,27
7;200;;86,53
7;300;;129,8
7;400;;173,06
7;1000;;0,43
7;9999;;0,43
8;1;;59,52
8;10;;67,09
8;20;;73,58
8;30;;79,43
8;40;;85,48
8;50;;90,9
8;60;;96,32
8;70;;105,66
8;80;;117,06
8;90;;122,9
8;100;;117,06
8;200;;234,12
8;300;;351,19
8;400;;468,25
8;1000;;1,17
8;9999;;1,17
9;1;;58,12
9;10;;65,52
9;20;;71,86
9;30;;77,13
9;40;;83,5
9;50;;88,78
9;60;;100,7
9;70;;110,47
9;80;;122,21
9;90;;128,81
9;100;;122,21
9;200;;244,43
9;300;;366,65
9;400;;488,87
9;1000;;1,22
9;9999;;1,22
10;1;;51,15
10;10;;57,64
10;20;;63,22
10;30;;67,88
10;40;;73,45
10;50;;78,12
10;60;;86,95
10;70;;95,57
10;80;;105,66
10;90;;111,69
10;100;;105,66
10;200;;211,32
10;300;;316,98
10;400;;422,64
10;1000;;1,06
10;9999;;1,06
11;1;;46,96
11;10;;52,94
11;20;;58,05
11;30;;62,31
11;40;;67,45
11;50;;71,72
11;60;;78,05
11;70;;87,71
11;80;;94,46
11;90;;99,57
11;100;;102,45
11;200;;204,9
11;300;;307,35
11;400;;409,81
11;1000;;1,02
11;9999;;1,02
12;1;;46,96
12;10;;52,94
12;20;;58,05
12;30;;64,01
12;40;;70,5
12;50;;81,7
12;60;;95,66
12;70;;105,2
12;80;;116,17
12;90;;122,79
12;100;;116,17
12;200;;232,33
12;300;;348,5
12;400;;464,67
12;1000;;1,16
12;9999;;1,16
13;1;;41,36
13;10;;46,65
13;20;;51,15
13;30;;54,92
13;40;;59,43
13;50;;63,18
13;60;;66,96
13;70;;66,18
13;80;;78,97
13;90;;79,13
13;100;;81,42
13;200;;162,84
13;300;;244,26
13;400;;325,67
13;1000;;0,81
13;9999;;0,81
14;1;;62,28
14;10;;70,85
14;20;;80,3
14;30;;87,54
14;40;;93,48
14;50;;98,54
14;60;;102,95
14;70;;106,99
14;80;;118,97
14;90;;122,9
14;100;;117,06
14;200;;234,12
14;300;;351,19
14;400;;468,25
14;1000;;1,17
14;9999;;1,17
15;1;;46,96
15;10;;52,94
15;20;;58,05
15;30;;64,01
15;40;;70,5
15;50;;81,7
15;60;;95,66
15;70;;105,2
15;80;;116,17
15;90;;122,79
15;100;;116,17
15;200;;232,33
15;300;;348,5
15;400;;464,67
15;1000;;1,16
15;9999;;1,16
16;1;;58,12
16;10;;65,52
16;20;;71,86
16;30;;77,13
16;40;;83,5
16;50;;88,78
16;60;;94,07
16;70;;100,51
16;80;;111,04
16;90;;117,06
16;100;;111,04
16;200;;222,07
16;300;;333,1
16;400;;444,14
16;1000;;1,11
16;9999;;1,11
17;1;;59,52
17;10;;67,09
17;20;;73,58
17;30;;78,99
17;40;;85,48
17;50;;90,9
17;60;;96,32
17;70;;92,1
17;80;;113,61
17;90;;108,19
17;100;;102,14
17;200;;204,29
17;300;;306,43
17;400;;408,59
17;1000;;1,02
17;9999;;1,02
18;1;;48,35
18;10;;54,51
18;20;;59,77
18;30;;64,19
18;40;;69,45
18;50;;73,84
18;60;;78,25
18;70;;74,76
18;80;;92,3
18;90;;87,91
18;100;;83,04
18;200;;166,07
18;300;;249,11
18;400;;332,15
18;1000;;0,83
18;9999;;0,83
19;1;;52,55
19;10;;59,23
19;20;;64,95
19;30;;69,73
19;40;;75,48
19;50;;80,24
19;60;;91,53
19;70;;100,51
19;80;;111,04
19;90;;117,06
19;100;;111,04
19;200;;222,07
19;300;;333,1
19;400;;444,14
19;1000;;1,11
19;9999;;1,11
20;1;;39,43
20;10;;44,46
20;20;;48,75
20;30;;52,34
20;40;;56,65
20;50;;60,22
20;60;;63,8
20;70;;60,24
20;80;;75,27
20;90;;71,7
20;100;;67,68
20;200;;135,37
20;300;;203,05
20;400;;270,74
20;1000;;1,4
20;9999;;1,4
21;1;;44,16
21;10;;49,8
21;20;;54,6
21;30;;58,62
21;40;;63,45
21;50;;67,45
21;60;;71,46
21;70;;67,47
21;80;;84,3
21;90;;80,3
21;100;;75,8
21;200;;151,61
21;300;;227,42
21;400;;303,23
21;1000;;0,76
21;9999;;0,76
22;1;;66,48
22;10;;74,95
22;20;;82,21
22;30;;88,26
22;40;;95,5
22;50;;101,56
22;60;;107,59
22;70;;101,57
22;80;;126,93
22;90;;120,9
22;100;;114,12
22;200;;228,23
22;300;;342,34
22;400;;456,46
22;1000;;1,14
22;9999;;1,14
23;1;;48,35
23;10;;54,51
23;20;;59,77
23;30;;64,19
23;40;;69,45
23;50;;78,01
23;60;;91,53
23;70;;100,51
23;80;;111,04
23;90;;117,06
23;100;;111,04
23;200;;222,07
23;300;;333,1
23;400;;444,14
23;1000;;1,11
23;9999;;1,11
24;1;;58,12
24;10;;65,52
24;20;;71,86
24;30;;77,13
24;40;;83,5
24;50;;88,78
24;60;;94,07
24;70;;100,51
24;80;;111,04
24;90;;117,06
24;100;;111,04
24;200;;222,07
24;300;;333,1
24;400;;444,14
24;1000;;1,11
24;9999;;1,11
25;1;;45,56
25;10;;51,34
25;20;;56,32
25;30;;60,48
25;40;;65,43
25;50;;69,59
25;60;;73,71
25;70;;74,76
25;80;;86,99
25;90;;87,29
25;100;;83,04
25;200;;166,07
25;300;;249,11
25;400;;332,15
25;1000;;0,83
25;9999;;0,83
26;1;;24,64
26;10;;27,75
26;20;;30,44
26;30;;32,69
26;40;;35,38
26;50;;37,61
26;60;;39,86
26;70;;37,63
26;80;;47,02
26;90;;44,78
26;100;;43,27
26;200;;86,53
26;300;;129,8
26;400;;173,06
26;1000;;0,43
26;9999;;0,43
27;1;;60,92
27;10;;68,67
27;20;;75,31
27;30;;80,85
27;40;;87,49
27;50;;93,02
27;60;;98,56
27;70;;97,08
27;80;;116,3
27;90;;110,75
27;100;;104,55
27;200;;209,09
27;300;;313,64
27;400;;418,2
27;1000;;1,05
27;9999;;1,05
28;1;;55,32
28;10;;62,37
28;20;;69,15
28;30;;75,36
28;40;;80,48
28;50;;84,85
28;60;;89,52
28;70;;92,1
28;80;;105,64
28;90;;100,6
28;100;;98,08
28;200;;196,17
28;300;;294,25
28;400;;392,34
28;1000;;0,98
28;9999;;0,98
29;1;;70,67
29;10;;79,68
29;20;;87,38
29;30;;93,82
29;40;;101,52
29;50;;107,93
29;60;;114,37
29;70;;107,96
29;80;;134,93
29;90;;128,51
29;100;;121,3
29;200;;242,6
29;300;;363,9
29;400;;485,2
29;1000;;1,21
29;9999;;1,21
30;1;;37,2
30;10;;41,93
30;20;;45,98
30;30;;49,36
30;40;;53,4
30;50;;56,78
30;60;;60,19
30;70;;64,25
30;80;;71
30;90;;76,83
30;100;;79,06
30;200;;158,12
30;300;;237,18
30;400;;316,24
30;1000;;0,79
30;9999;;0,79
31;1;;53,95
31;10;;60,8
31;20;;66,67
31;30;;71,59
31;40;;77,47
31;50;;82,35
31;60;;87,27
31;70;;87,71
31;80;;102,97
31;90;;99,57
31;100;;102,45
31;200;;204,9
31;300;;307,35
31;400;;409,81
31;1000;;1,02
31;9999;;1,02
32;1;;59,52
32;10;;67,09
32;20;;73,58
32;30;;78,99
32;40;;85,48
32;50;;90,9
32;60;;96,32
32;70;;105,2
32;80;;116,17
32;90;;122,79
32;100;;116,17
32;200;;232,33
32;300;;348,5
32;400;;464,67
32;1000;;1,16
32;9999;;1,16
33;1;;59,52
33;10;;67,09
33;20;;73,58
33;30;;78,99
33;40;;85,48
33;50;;90,9
33;60;;96,32
33;70;;105,2
33;80;;116,17
33;90;;122,79
33;100;;116,17
33;200;;232,33
33;300;;348,5
33;400;;464,67
33;1000;;1,16
33;9999;;1,16
34;1;;42,76
34;10;;48,23
34;20;;52,88
34;30;;56,76
34;40;;61,43
34;50;;65,32
34;60;;69,22
34;70;;65,32
34;80;;81,64
34;90;;77,77
34;100;;79,06
34;200;;158,12
34;300;;237,18
34;400;;316,24
34;1000;;0,79
34;9999;;0,79
35;1;;63,71
35;10;;71,81
35;20;;80,3
35;30;;87,54
35;40;;93,48
35;50;;98,54
35;60;;103,08
35;70;;106,99
35;80;;121,61
35;90;;115,82
35;100;;113,94
35;200;;227,88
35;300;;341,81
35;400;;455,76
35;1000;;1,14
35;9999;;1,14
36;1;;51,15
36;10;;57,64
36;20;;63,22
36;30;;67,88
36;40;;73,45
36;50;;78,12
36;60;;82,76
36;70;;78,12
36;80;;97,63
36;90;;92,99
36;100;;87,77
36;200;;175,55
36;300;;263,32
36;400;;351,1
36;1000;;0,88
36;9999;;0,88
37;1;;55,32
37;10;;62,37
37;20;;68,4
37;30;;73,43
37;40;;79,48
37;50;;84,5
37;60;;89,52
37;70;;87,12
37;80;;105,64
37;90;;100,6
37;100;;94,96
37;200;;189,92
37;300;;284,88
37;400;;379,84
37;1000;;0,95
37;9999;;0,95
38;1;;30,21
38;10;;34,05
38;20;;37,35
38;30;;40,1
38;40;;43,4
38;50;;46,14
38;60;;48,9
38;70;;49,16
38;80;;57,68
38;90;;58,69
38;100;;58,69
38;200;;117,36
38;300;;176,05
38;400;;234,74
38;1000;;0,59
38;9999;;0,59
39;1;;46,96
39;10;;52,94
39;20;;58,05
39;30;;62,31
39;40;;67,45
39;50;;71,72
39;60;;75,98
39;70;;74,76
39;80;;89,66
39;90;;87,29
39;100;;83,04
39;200;;166,07
39;300;;249,11
39;400;;332,15
39;1000;;0,83
39;9999;;0,83
40;1;;63,71
40;10;;71,81
40;20;;78,76
40;30;;88,14
40;40;;91,49
40;50;;97,29
40;60;;103,08
40;70;;110,47
40;80;;122,21
40;90;;128,81
40;100;;122,21
40;200;;244,43
40;300;;366,65
40;400;;488,87
40;1000;;1,22
40;9999;;1,22
41;1;;52,55
41;10;;59,23
41;20;;64,95
41;30;;69,73
41;40;;75,48
41;50;;80,24
41;60;;85,02
41;70;;82,1
41;80;;100,31
41;90;;95,52
41;100;;90,18
41;200;;180,35
41;300;;270,54
41;400;;360,71
41;1000;;0,9
41;9999;;0,9
42;1;;30,21
42;10;;34,05
42;20;;37,84
42;30;;44,69
42;40;;48,18
42;50;;51,45
42;60;;59,01
42;70;;64,25
42;80;;69,47
42;90;;76,83
42;100;;79,06
42;200;;158,12
42;300;;237,18
42;400;;316,24
42;1000;;0,79
42;9999;;0,79
43;1;;35,77
43;10;;40,34
43;20;;44,25
43;30;;47,5
43;40;;51,41
43;50;;54,67
43;60;;59,01
43;70;;64,25
43;80;;69,47
43;90;;76,83
43;100;;79,06
43;200;;158,12
43;300;;237,18
43;400;;316,24
43;1000;;0,79
43;9999;;0,79
44;1;;60,92
44;10;;68,67
44;20;;76,6
44;30;;83,5
44;40;;89,15
44;50;;94
44;60;;98,56
44;70;;102,03
44;80;;116,3
44;90;;111,69
44;100;;108,67
44;200;;217,35
44;300;;326,03
44;400;;434,71
44;1000;;1,09
44;9999;;1,09
45;1;;52,55
45;10;;59,23
45;20;;64,95
45;30;;69,73
45;40;;75,48
45;50;;80,24
45;60;;85,02
45;70;;82,1
45;80;;100,31
45;90;;95,52
45;100;;90,18
45;200;;180,35
45;300;;270,54
45;400;;360,71
45;1000;;0,9
45;9999;;0,9
46;1;;55,32
46;10;;62,37
46;20;;68,4
46;30;;73,43
46;40;;79,48
46;50;;84,5
46;60;;91,29
46;70;;100,51
46;80;;111,04
46;90;;117,06
46;100;;111,04
46;200;;222,07
46;300;;333,1
46;400;;444,14
46;1000;;1,11
46;9999;;1,11
47;1;;62,28
47;10;;70,24
47;20;;77,03
47;30;;82,71
47;40;;89,5
47;50;;95,16
47;60;;100,81
47;70;;95,16
47;80;;118,97
47;90;;113,29
47;100;;106,95
47;200;;213,9
47;300;;320,85
47;400;;427,81
47;1000;;1,07
47;9999;;1,07
48;1;;41,19
48;10;;45,66
48;20;;52,3
48;30;;64,01
48;40;;70,5
48;50;;81,7
48;60;;95,66
48;70;;105,2
48;80;;116,17
48;90;;122,79
48;100;;116,17
48;200;;232,33
48;300;;348,5
48;400;;464,67
48;1000;;1,16
48;9999;;1,16
49;1;;58,12
49;10;;65,52
49;20;;72,9
49;30;;79,43
49;40;;84,83
49;50;;89,43
49;60;;94,07
49;70;;97,08
49;80;;110,95
49;90;;111,69
49;100;;103,39
49;200;;206,79
49;300;;310,17
49;400;;413,56
49;1000;;1,03
49;9999;;1,03
50;1;;66,48
50;10;;74,95
50;20;;84,02
50;30;;91,57
50;40;;97,78
50;50;;103,08
50;60;;107,73
50;70;;111,91
50;80;;126,93
50;90;;122,9
50;100;;119,16
50;200;;238,31
50;300;;357,48
50;400;;476,64
50;1000;;1,19
50;9999;;1,19
51;1;;53,95
51;10;;60,8
51;20;;66,67
51;30;;71,59
51;40;;77,47
51;50;;82,35
51;60;;87,27
51;70;;95,57
51;80;;105,66
51;90;;111,69
51;100;;105,66
51;200;;211,32
51;300;;316,98
51;400;;422,64
51;1000;;1,06
51;9999;;1,06
52;1;;49,75
52;10;;56,07
52;20;;61,5
52;30;;66,02
52;40;;71,46
52;50;;75,98
52;60;;86,95
52;70;;95,57
52;80;;105,66
52;90;;111,69
52;100;;105,66
52;200;;211,32
52;300;;316,98
52;400;;422,64
52;1000;;1,06
52;9999;;1,06
53;1;;65,08
53;10;;73,38
53;20;;80,51
53;30;;86,4
53;40;;93,5
53;50;;99,41
53;60;;105,36
53;70;;102,03
53;80;;124,28
53;90;;118,35
53;100;;111,73
53;200;;223,46
53;300;;335,2
53;400;;446,94
53;1000;;1,12
54;1;;55,32
54;10;;62,37
54;20;;68,4
54;30;;73,43
54;40;;79,48
54;50;;84,5
54;60;;89,52
54;70;;95,57
54;80;;105,66
54;90;;111,69
54;100;;105,66
54;200;;211,32
54;300;;316,98
54;400;;422,64
54;1000;;1,06
55;1;;51,15
55;10;;57,7
55;20;;65,41
55;30;;71,31
55;40;;76,14
55;50;;82,6
55;60;;96,23
55;70;;105,66
55;80;;117,06
55;90;;122,9
55;100;;117,06
55;200;;234,12
55;300;;351,19
55;400;;468,25
55;1000;;1,17
56;1;;65,08
56;10;;73,38
56;20;;80,51
56;30;;86,4
56;40;;93,5
56;50;;99,41
56;60;;105,36
56;70;;99,43
56;80;;124,28
56;90;;118,35
56;100;;111,73
56;200;;223,46
56;300;;335,2
56;400;;446,94
56;1000;;1,12
56;9999;;1,12
57;1;;55,32
57;10;;62,37
57;20;;69,15
57;30;;75,36
57;40;;80,48
57;50;;84,85
57;60;;89,52
57;70;;92,1
57;80;;105,64
57;90;;100,6
57;100;;98,08
57;200;;196,17
57;300;;294,25
57;400;;392,34
57;1000;;0,98
57;9999;;0,98
58;1;;46,96
58;10;;52,94
58;20;;58,05
58;30;;62,31
58;40;;67,45
58;50;;71,72
58;60;;75,98
58;70;;74,76
58;80;;89,66
58;90;;87,29
58;100;;83,04
58;200;;166,07
58;300;;249,11
58;400;;332,15
58;1000;;0,83
58;9999;;0,83
59;1;;65,08
59;10;;73,38
59;20;;80,51
59;30;;86,4
59;40;;93,5
59;50;;99,41
59;60;;105,36
59;70;;99,43
59;80;;124,28
59;90;;118,35
59;100;;111,73
59;200;;223,46
59;300;;335,2
59;400;;446,94
59;1000;;1,12
59;9999;;1,12
60;1;;59,52
60;10;;67,09
60;20;;73,58
60;30;;79,43
60;40;;85,48
60;50;;90,9
60;60;;96,32
60;70;;97,08
60;80;;113,61
60;90;;108,19
60;100;;103,39
60;200;;206,79
60;300;;310,17
60;400;;413,56
60;1000;;1,03
60;9999;;1,03
61;1;;59,52
61;10;;67,09
61;20;;73,58
61;30;;79,43
61;40;;85,48
61;50;;90,9
61;60;;96,32
61;70;;97,08
61;80;;113,61
61;90;;108,19
61;100;;103,39
61;200;;206,79
61;300;;310,17
61;400;;413,56
61;1000;;1,03
61;9999;;1,03
62;1;;63,71
62;10;;71,81
62;20;;78,76
62;30;;84,54
62;40;;91,49
62;50;;97,29
62;60;;103,08
62;70;;97,29
62;80;;121,61
62;90;;115,82
62;100;;109,33
62;200;;218,66
62;300;;327,99
62;400;;437,33
62;1000;;1,09
62;9999;;1,09
63;1;;41,36
63;10;;46,65
63;20;;51,15
63;30;;54,92
63;40;;59,43
63;50;;63,18
63;60;;66,96
63;70;;71,18
63;80;;78,97
63;90;;82,03
63;100;;79,06
63;200;;158,12
63;300;;237,18
63;400;;316,24
63;1000;;0,79
63;9999;;0,79
64;1;;67,88
64;10;;76,53
64;20;;83,93
64;30;;90,12
64;40;;97,52
64;50;;103,7
64;60;;109,86
64;70;;110,47
64;80;;129,6
64;90;;128,81
64;100;;122,21
64;200;;244,43
64;300;;366,65
64;400;;488,87
64;1000;;1,22
64;9999;;1,22
65;1;;66,48
65;10;;74,95
65;20;;82,21
65;30;;88,26
65;40;;95,5
65;50;;101,56
65;60;;107,59
65;70;;110,47
65;80;;126,93
65;90;;128,81
65;100;;122,21
65;200;;244,43
65;300;;366,65
65;400;;488,87
65;1000;;1,22
65;9999;;1,22
66;1;;55,32
66;10;;62,37
66;20;;68,4
66;30;;73,43
66;40;;79,48
66;50;;84,5
66;60;;89,52
66;70;;84,53
66;80;;105,64
66;90;;100,6
66;100;;94,96
66;200;;189,92
66;300;;284,88
66;400;;379,84
66;1000;;0,95
66;9999;;0,95
67;1;;55,32
67;10;;62,37
67;20;;69,15
67;30;;75,36
67;40;;80,48
67;50;;84,85
67;60;;89,52
67;70;;95,57
67;80;;105,66
67;90;;111,69
67;100;;105,66
67;200;;211,32
67;300;;316,98
67;400;;422,64
67;1000;;1,06
67;9999;;1,06
68;1;;52,55
68;10;;59,23
68;20;;64,95
68;30;;69,73
68;40;;75,48
68;50;;80,24
68;60;;85,02
68;70;;82,1
68;80;;100,31
68;90;;95,52
68;100;;90,18
68;200;;180,35
68;300;;270,54
68;400;;360,71
68;1000;;0,9
68;9999;;0,9
69;1;;33
69;10;;37,2
69;20;;40,8
69;30;;43,81
69;40;;47,41
69;50;;50,41
69;60;;53,4
69;70;;50,41
69;80;;63,01
69;90;;60
69;100;;58,69
69;200;;117,36
69;300;;176,05
69;400;;234,74
69;1000;;0,59
69;9999;;0,59
70;1;;45,56
70;10;;51,34
70;20;;56,32
70;30;;60,48
70;40;;65,43
70;50;;69,59
70;60;;73,71
70;70;;74,76
70;80;;86,99
70;90;;87,29
70;100;;83,04
70;200;;166,07
70;300;;249,11
70;400;;332,15
70;1000;;0,83
70;9999;;0,83
71;1;;38,6
71;10;;43,5
71;20;;47,72
71;30;;51,22
71;40;;55,43
71;50;;58,92
71;60;;62,42
71;70;;64,25
71;80;;73,66
71;90;;76,83
71;100;;79,06
71;200;;158,12
71;300;;237,18
71;400;;316,24
71;1000;;0,79
71;9999;;0,79
72;1;;58,12
72;10;;65,52
72;20;;71,86
72;30;;77,13
72;40;;83,5
72;50;;88,78
72;60;;94,07
72;70;;95,57
72;80;;110,95
72;90;;111,69
72;100;;105,66
72;200;;211,32
72;300;;316,98
72;400;;422,64
72;1000;;1,06
72;9999;;1,06
73;1;;35,77
73;10;;40,34
73;20;;44,25
73;30;;47,5
73;40;;51,41
73;50;;54,67
73;60;;59,64
73;70;;64,25
73;80;;69,47
73;90;;76,83
73;100;;79,06
73;200;;158,12
73;300;;237,18
73;400;;316,24
73;1000;;0,79
73;9999;;0,79
74;1;;38,6
74;10;;43,5
74;20;;47,72
74;30;;51,22
74;40;;55,43
74;50;;58,92
74;60;;62,42
74;70;;64,25
74;80;;73,66
74;90;;76,83
74;100;;79,06
74;200;;158,12
74;300;;237,18
74;400;;316,24
74;1000;;0,79
74;9999;;0,79
75;10;;39,82
75;20;;42,02
75;30;;44,9
75;40;;54,96
75;50;;60,22
75;60;;71,78
75;70;;80,34
75;80;;90,42
75;90;;97,46
75;100;;102,8
75;400;;102,8
75;1000;;1,02
75;9999;;1,02
76;1;;60,92
76;10;;68,67
76;20;;76,6
76;30;;83,5
76;40;;89,15
76;50;;94
76;60;;98,56
76;70;;102,03
76;80;;116,3
76;90;;111,69
76;100;;108,67
76;200;;217,35
76;300;;326,03
76;400;;434,71
76;1000;;1,09
76;9999;;1,09
77;10;;39,82
77;20;;42,02
77;30;;44,9
77;40;;54,96
77;50;;60,22
77;60;;71,78
77;70;;80,34
77;80;;90,42
77;90;;97,46
77;100;;102,8
77;400;;102,8
77;1000;;1,02
77;9999;;1,02
78;10;;39,82
78;20;;42,02
78;30;;44,9
78;40;;54,96
78;50;;60,22
78;60;;71,78
78;70;;80,34
78;80;;90,42
78;90;;97,46
78;100;;102,8
78;400;;102,8
78;1000;;1,02
78;9999;;1,02
79;1;;58,12
79;10;;65,52
79;20;;71,86
79;30;;77,13
79;40;;83,5
79;50;;88,78
79;60;;94,07
79;70;;95,57
79;80;;110,95
79;90;;111,69
79;100;;105,66
79;200;;211,32
79;300;;316,98
79;400;;422,64
79;1000;;1,06
79;9999;;1,06
80;1;;63,71
80;10;;71,81
80;20;;78,76
80;30;;84,54
80;40;;91,49
80;50;;97,29
80;60;;103,08
80;70;;100,05
80;80;;121,61
80;90;;115,82
80;100;;109,33
80;200;;218,66
80;300;;327,99
80;400;;437,33
80;1000;;1,09
80;9999;;1,09
81;1;;53,95
81;10;;60,8
81;20;;66,67
81;30;;71,59
81;40;;77,47
81;50;;82,35
81;60;;87,27
81;70;;82,38
81;80;;102,97
81;90;;98,07
81;100;;92,56
81;200;;185,11
81;300;;277,67
81;400;;370,23
81;1000;;0,93
81;9999;;0,93
82;1;;60,92
82;10;;68,67
82;20;;75,31
82;30;;80,85
82;40;;87,49
82;50;;93,02
82;60;;98,56
82;70;;93,04
82;80;;116,3
82;90;;110,75
82;100;;104,55
82;200;;209,09
82;300;;313,64
82;400;;418,2
82;1000;;1,05
82;9999;;1,05
83;1;;46,96
83;10;;52,94
83;20;;58,05
83;30;;62,31
83;40;;67,45
83;50;;71,72
83;60;;75,98
83;70;;78,34
83;80;;89,66
83;90;;90,2
83;100;;85,84
83;200;;171,66
83;300;;257,5
83;400;;343,32
83;1000;;0,86
83;9999;;0,86
84;1;;33
84;10;;37,2
84;20;;40,8
84;30;;43,81
84;40;;47,41
84;50;;50,41
84;60;;53,4
84;70;;50,41
84;80;;63,01
84;90;;60
84;100;;58,69
84;200;;117,36
84;300;;176,05
84;400;;234,74
84;1000;;0,59
84;9999;;0,59
85;1;;59,52
85;10;;67,09
85;20;;73,58
85;30;;79,43
85;40;;85,48
85;50;;90,9
85;60;;96,32
85;70;;97,08
85;80;;113,61
85;90;;111,69
85;100;;105,66
85;200;;211,32
85;300;;316,98
85;400;;422,64
85;1000;;1,06
85;9999;;1,06
86;1;;53,95
86;10;;60,8
86;20;;66,67
86;30;;71,59
86;40;;77,47
86;50;;82,35
86;60;;87,27
86;70;;82,38
86;80;;102,97
86;90;;98,07
86;100;;92,56
86;200;;185,11
86;300;;277,67
86;400;;370,23
86;1000;;0,93
86;9999;;0,93
87;1;;52,55
87;10;;59,23
87;20;;64,95
87;30;;69,73
87;40;;75,48
87;50;;80,24
87;60;;86,95
87;70;;95,57
87;80;;105,66
87;90;;111,69
87;100;;105,66
87;200;;211,32
87;300;;316,98
87;400;;422,64
87;1000;;1,06
87;9999;;1,06
88;1;;53,95
88;10;;60,8
88;20;;66,67
88;30;;71,59
88;40;;77,47
88;50;;82,35
88;60;;87,27
88;70;;82,38
88;80;;102,97
88;90;;98,07
88;100;;92,56
88;200;;185,11
88;300;;277,67
88;400;;370,23
88;1000;;0,93
88;9999;;0,93
89;1;;51,15
89;10;;57,64
89;20;;63,22
89;30;;67,88
89;40;;73,45
89;50;;78,12
89;60;;82,76
89;70;;78,12
89;80;;97,63
89;90;;92,99
89;100;;87,77
89;200;;175,55
89;300;;263,32
89;400;;351,1
89;1000;;0,88
89;9999;;0,88
90;1;;48,35
90;10;;54,51
90;20;;61,63
90;30;;67,18
90;40;;71,75
90;50;;75,63
90;60;;79,06
90;70;;82,1
90;80;;92,3
90;90;;87,91
90;100;;87,43
90;200;;174,85
90;300;;262,28
90;400;;349,7
90;1000;;0,87
90;9999;;0,87
91;10;;39,82
91;20;;42,02
91;30;;44,9
91;40;;54,96
91;50;;60,22
91;60;;71,78
91;70;;80,34
91;80;;90,42
91;90;;97,46
91;100;;102,8
91;400;;1,02
91;1000;;1,02
91;9999;;1,02
92;10;;39,82
92;20;;42,02
92;30;;44,9
92;40;;54,96
92;50;;60,22
92;60;;71,78
92;70;;80,34
92;80;;90,42
92;90;;97,46
92;100;;102,8
92;400;;1,02
92;1000;;1,02
92;9999;;1,02
93;10;;39,82
93;20;;42,02
93;30;;44,9
93;40;;54,96
93;50;;60,22
93;60;;71,78
93;70;;80,34
93;80;;90,42
93;90;;97,46
93;100;;102,8
93;400;;1,02
93;1000;;1,02
93;9999;;1,02
94;10;;39,82
94;20;;42,02
94;30;;44,9
94;40;;54,96
94;50;;60,22
94;60;;71,78
94;70;;80,34
94;80;;90,42
94;90;;97,46
94;100;;102,8
94;400;;1,02
94;1000;;1,02
94;9999;;1,02
95;10;;39,82
95;20;;42,02
95;30;;44,9
95;40;;54,96
95;50;;60,22
95;60;;71,78
95;70;;80,34
95;80;;90,42
95;90;;97,46
95;100;;102,8
95;400;;1,02
95;1000;;1,02
95;9999;;1,02
